__v,_id,courier,courierCode,createdAt,inTransit,isArchived,isDelivered,isReturned,isShipped,method,otn,package,packaging.height,packaging.length,packaging.name,packaging.width,products,weight
0,621fb416f06300ec7eb460cf,DPD,5607120213959,2022-03-02T18:14:46.320Z,FALSE,FALSE,TRUE,FALSE,FALSE,dpd door to door,W74VYDT1646158816P1,604b483bc9c63300343d2699,2,40,Polymailer,30,"[{""$oid"":""621e63e1039e3a1502553d26""}]",0.318
0,6227700f4f3f6f5f92c1e36a,PUBLICCORREOS,PK6RYD0710073050133203D,2022-03-08T15:02:39.747Z,TRUE,FALSE,FALSE,FALSE,TRUE,paq premium domicilio,2NLXF2K1646745404P1,5f85c0ea9a74550035344f68,10,20,1 KG,20,"[{""$oid"":""6227573cf36abe16dbcee5ee""},{""$oid"":""6227573cf36abee46acee5ef""},{""$oid"":""6227573cf36abe5755cee5f0""}]",2.525
0,622a462e6a58840c63582b0c,PUBLICCORREOS,PK6RYD0710073060114650S,2022-03-10T18:40:46.355Z,FALSE,FALSE,TRUE,FALSE,FALSE,paq premium domicilio,2NLXCUW1646935133P1,5f85c0ea9a74550035344f68,10,20,1 KG,20,"[{""$oid"":""622a3c5d18a03a7127cbf75e""},{""$oid"":""622a3c5d18a03a40d7cbf75f""}]",0.82
0,623190b5940f179062df704b,PUBLICCORREOS,PQ6TJ70710026170128014V,2022-03-16T07:24:37.317Z,FALSE,FALSE,TRUE,FALSE,FALSE,nacional domicilio standard,LX66Y871647382808P1,60ba3e597f45170034236a81,10,20,Small Box,20,"[{""$oid"":""6231111832ec93e20f0f35f4""},{""$oid"":""6231111832ec9352c60f35f5""},{""$oid"":""6231111832ec93a8c00f35f6""}]",0.668
0,6233290bdd5cad64a7a649fb,DPD,5607120213951,2022-03-17T12:26:51.575Z,FALSE,FALSE,TRUE,FALSE,FALSE,dpd door to door,W74VNZ51647437422P1,604b483bc9c63300343d2699,2,40,Polymailer,30,"[{""$oid"":""6231e66fff4edd27b58bddf3""}]",0.318
0,6233290edd5cadd524a64a03,DPD,5607120213955,2022-03-17T12:26:54.728Z,FALSE,FALSE,TRUE,FALSE,FALSE,dpd door to door,W74V9TN1647364849P1,604b483bc9c63300343d2699,2,40,Polymailer,30,"[{""$oid"":""6230caf3a61d7b5e45d90e85""}]",0.318
0,623432c1bde2ae352e916ad9,DPD,5607120213947,2022-03-18T07:20:33.341Z,FALSE,FALSE,TRUE,FALSE,FALSE,dpd door to door,W74V6XH1647533420P1,604b483bc9c63300343d2699,2,40,Polymailer,30,"[{""$oid"":""62335d6ddfed2d5ec7b32707""},{""$oid"":""62335d6ddfed2d2c94b32708""}]",0.636
0,6235c7c1c51a5817502b5f97,PUBLICCORREOS,PK6RYD0710072440108019H,2022-03-19T12:08:33.744Z,FALSE,FALSE,TRUE,FALSE,FALSE,paq premium domicilio,2NLX8GR1647690435P1,5f85c0ea9a74550035344f68,10,20,1 KG,20,"[{""$oid"":""6235c2c3a92e2ec95b86b8aa""}]",0.668
0,623839988703658a0b5bdcdf,DPD,5607120213965,2022-03-21T08:38:48.031Z,FALSE,FALSE,TRUE,FALSE,FALSE,dpd door to door,W74VZBV1647706805P1,604b483bc9c63300343d2699,2,40,Polymailer,30,"[{""$oid"":""623602b578199a70e6d17911""},{""$oid"":""623602b578199a6849d17912""},{""$oid"":""623602b578199a4929d17913""},{""$oid"":""623602b578199a116ad17914""}]",1.272
0,6238399d870365e3445bdcf0,DPD,5607120213945,2022-03-21T08:38:53.563Z,FALSE,FALSE,TRUE,FALSE,FALSE,dpd door to door,W74VHTG1647678003P1,604b483bc9c63300343d2699,2,40,Polymailer,30,"[{""$oid"":""62359234d31e080a4746c189""}]",0.318
0,623859caeacf338bd531a8ac,PUBLICCORREOS,PQ6TJ70710026180128806G,2022-03-21T10:56:10.779Z,FALSE,FALSE,TRUE,FALSE,FALSE,nacional domicilio standard,LX66FDZ1647703205P1,60ba3e597f45170034236a81,10,20,Small Box,20,"[{""$oid"":""6235f4a50001d989b25ea2b8""},{""$oid"":""6235f4a50001d9ddd15ea2b9""},{""$oid"":""6235f4a50001d9adcd5ea2ba""},{""$oid"":""6235f4a50001d903335ea2bb""},{""$oid"":""6235f4a50001d969205ea2bc""},{""$oid"":""6235f4a50001d91ffd5ea2bd""}]",0.668
0,6238629104139020b328b759,DPD,5607120213933,2022-03-21T11:33:37.198Z,FALSE,FALSE,TRUE,FALSE,FALSE,dpd door to door,W74VTGT1647030003P1,604b483bc9c63300343d2699,2,40,Polymailer,30,"[{""$oid"":""622baef3f708ef9bca8931e6""}]",0.318
0,623885d78911d94fbd17b50d,PUBLICCORREOS,PQ6TJ70710026190128033C,2022-03-21T14:04:07.650Z,FALSE,FALSE,TRUE,FALSE,FALSE,nacional domicilio standard,LX66PLL1647860427P1,60ba3e597f45170034236a81,10,20,Small Box,20,"[{""$oid"":""62385acc224a8860eadaedf6""},{""$oid"":""62385acc224a887b48daedf7""},{""$oid"":""62385acc224a88c34edaedf8""},{""$oid"":""62385acc224a88e68edaedf9""},{""$oid"":""62385acc224a889f68daedfa""}]",0.668
0,6238baeaeeca7ec5b0a23f3a,PUBLICCORREOS,PQ6TJ70710026200108227S,2022-03-21T17:50:34.270Z,FALSE,FALSE,TRUE,FALSE,FALSE,nacional domicilio standard,LX66QP31647884015P1,60ba3e597f45170034236a81,10,20,Small Box,20,"[{""$oid"":""6238b6f213735c345cdd32bb""},{""$oid"":""6238b6f213735c9162dd32bc""},{""$oid"":""6238b6f213735c471add32bd""},{""$oid"":""6238b6f213735c0edadd32be""}]",0.668
0,623ae22386b882e4a1fba482,UPS,1Z493EX16806728638,2022-03-23T09:02:27.872Z,FALSE,FALSE,TRUE,FALSE,FALSE,ups standard,79ZY5FS1647967301P1,5ecfad8582057700347e252c,10,20,Small Box,20,"[{""$oid"":""6239fc5636c9637d20acd044""}]",0.6666666667
0,623ae272eadcb9373bf7a5c8,SEUR,3289149451081,2022-03-23T09:03:46.254Z,FALSE,FALSE,TRUE,FALSE,FALSE,seur 24,79ZYTMY1647987459P1,5ecfad8582057700347e252c,10,20,Small Box,20,"[{""$oid"":""623a4b04bfe9d66e78ae5bcd""}]",0.6666666667
0,623ae272eadcb965fdf7a5c9,SEUR,3070149451104,2022-03-23T09:03:46.254Z,FALSE,FALSE,TRUE,FALSE,FALSE,seur 24,79ZYKPS1647988599P1,5ecfad8582057700347e252c,10,20,Small Box,20,"[{""$oid"":""623a4f78bfe9d638d9ae5c0f""}]",0.6666666667
0,623ae272eadcb9dafdf7a5c7,SEUR,3130149451098,2022-03-23T09:03:46.253Z,FALSE,FALSE,TRUE,FALSE,FALSE,seur 24,79ZYLSJ1647988430P1,5ecfad8582057700347e252c,10,20,Small Box,20,"[{""$oid"":""623a4ed9ebc5a164e92368e4""}]",0.6666666667
0,623b3938485fe66178b6e8e0,PUBLICCORREOS,PQ6TJ70710026210144002F,2022-03-23T15:14:00.721Z,FALSE,FALSE,TRUE,FALSE,FALSE,nacional domicilio standard,LX66DLZ1647960122P1,60ba3e597f45170034236a81,10,20,Small Box,20,"[{""$oid"":""6239e058fb0b4c6f9cfc9fb9""},{""$oid"":""6239e058fb0b4c4118fc9fba""}]",0.668
0,623b3938485fe6a3c6b6e8de,PUBLICCORREOS,PQ6TJ70710026220104700D,2022-03-23T15:14:00.245Z,FALSE,FALSE,TRUE,FALSE,FALSE,nacional domicilio standard,LX66QDX1647976836P1,60ba3e597f45170034236a81,10,20,Small Box,20,"[{""$oid"":""623a2186bfe9d6592eae59d0""}]",0.668
0,623b800addd4541b6975a544,PUBLICCORREOS,PQ6TJ70710026230102230Y,2022-03-23T20:16:10.431Z,FALSE,FALSE,TRUE,FALSE,FALSE,nacional domicilio standard,LX66PCU1648066206P1,60ba3e597f45170034236a81,10,20,Small Box,20,"[{""$oid"":""623b7e9f7d8c9368653bdaf4""},{""$oid"":""623b7e9f7d8c93541a3bdaf5""},{""$oid"":""623b7e9f7d8c934ce03bdaf6""},{""$oid"":""623b7e9f7d8c93e9933bdaf7""}]",0.668
0,623b812de552e72e2aca8bb9,PUBLICCORREOS,PK6RYD0710072520147194R,2022-03-23T20:21:01.705Z,FALSE,FALSE,TRUE,FALSE,FALSE,paq premium domicilio,2NLXGJ91648062230P1,5f85c0ea9a74550035344f68,10,20,1 KG,20,"[{""$oid"":""623b6f16444d1e4cb5ef22f3""}]",0.668
0,623c27bfd767a331d7a76732,SEUR,3330149451111,2022-03-24T08:11:43.511Z,FALSE,FALSE,TRUE,FALSE,FALSE,seur 24,79ZYTYR1648087801P1,5ecfad8582057700347e252c,10,20,Small Box,20,"[{""$oid"":""623bd2f9e7baada496098c36""}]",0.6666666667
0,623c3b17c03efeafd0fc70aa,DPD,5607120213961,2022-03-24T09:34:15.611Z,FALSE,FALSE,TRUE,FALSE,FALSE,dpd door to door,W74VWJF1647885004P1,604b483bc9c63300343d2699,2,40,Polymailer,30,"[{""$oid"":""6238bacd3834137b0292cb8d""}]",0.318
0,623c3b18c03efe5830fc70ac,DPD,5607120213963,2022-03-24T09:34:16.807Z,FALSE,FALSE,TRUE,FALSE,FALSE,dpd door to door,W74VM4M1647883528P1,604b483bc9c63300343d2699,2,40,Polymailer,30,"[{""$oid"":""6238b57c9c74d855c43d1a0c""},{""$oid"":""6238b57c9c74d83e043d1a0d""},{""$oid"":""6238b57c9c74d868d53d1a0e""}]",0.954
0,623c4f25d9004259e2fbd687,PUBLICCORREOS,PQ69V40710263330110005Z,2022-03-24T10:59:49.250Z,FALSE,FALSE,TRUE,FALSE,FALSE,nacional domicilio standard,DP8YCUA1648047352P1,null,1,35,one-off,25,"[{""$oid"":""623c4f23d7e4f1ac15f08a3f""}]",0.146125
0,623c50d77af7871de6303ea4,SEUR,3280149486489,2022-03-24T11:07:03.745Z,FALSE,FALSE,TRUE,FALSE,FALSE,seur 24,79ZYN3M1648050608P1,5ecfad8582057700347e252c,10,20,Small Box,20,"[{""$oid"":""623b41b0e37eb9b4df05823a""},{""$oid"":""623b41b0e37eb9004c05823b""}]",0.6666666667
0,623c50d77af787e2a1303eab,SEUR,3280149486410,2022-03-24T11:07:03.848Z,FALSE,FALSE,TRUE,FALSE,FALSE,seur 24,79ZY6R11648048268P1,5ecfad8582057700347e252c,10,20,Small Box,20,"[{""$oid"":""623b388dd834e448d9a15c9c""},{""$oid"":""623b388dd834e484f3a15c9d""}]",0.6666666667
0,623c50d87af7871a8f303eb6,SEUR,3280149486571,2022-03-24T11:07:04.034Z,FALSE,FALSE,TRUE,FALSE,FALSE,seur 24,79ZYS9V1648050663P1,5ecfad8582057700347e252c,10,20,Small Box,20,"[{""$oid"":""623b41e990318c164e9f9314""},{""$oid"":""623b41e990318c1e129f9315""}]",0.6666666667
0,623c563ab7d5c5fdd2e8c51d,SEUR,11710152643656,2022-03-24T11:30:02.464Z,FALSE,FALSE,TRUE,FALSE,FALSE,seur 24,GVGDNY91648037598P1,618c0ceedb5764003451b5ad,10,20,Caja pequeña,20,"[{""$oid"":""623c4f3666b85f2c61eea29f""}]",0.6666666667
0,623c6b6451b1c41e37a755ff,CORREOS,32300050463550101115007,2022-03-24T13:00:20.606Z,FALSE,FALSE,TRUE,FALSE,FALSE,express,YP22A5K1647874118P1,null,11,34,one-off,25,"[{""$oid"":""6238904695d2abb9123f9eb6""}]",1.56145
0,623c762506f98d4c0a5748f9,PUBLICCORREOS,PK6RYD0710072400134800B,2022-03-24T13:46:13.274Z,FALSE,FALSE,TRUE,FALSE,FALSE,paq premium domicilio,2NLXA8Q1648126307P1,5f85c0ea9a74550035344f68,10,20,1 KG,20,"[{""$oid"":""623c75276755ada786ec61e3""}]",0.668
0,623c762606f98d9a535748fb,PUBLICCORREOS,PK6RYD0710072410106004F,2022-03-24T13:46:14.281Z,FALSE,FALSE,TRUE,FALSE,FALSE,paq premium domicilio,2NLX2RE1648123899P1,5f85c0ea9a74550035344f68,10,20,1 KG,20,"[{""$oid"":""623c75276755ad2914ec61e2""}]",0.668
0,623c762706f98d8ba35748fd,PUBLICCORREOS,PK6RYD0710072420103630X,2022-03-24T13:46:15.230Z,FALSE,FALSE,TRUE,FALSE,FALSE,paq premium domicilio,2NLXGAZ1648123898P1,5f85c0ea9a74550035344f68,10,20,1 KG,20,"[{""$oid"":""623c75266755ad78cfec61e1""}]",1.6
0,623c762806f98d9c505748ff,PUBLICCORREOS,PK6RYD0710072430103140F,2022-03-24T13:46:16.124Z,FALSE,FALSE,TRUE,FALSE,FALSE,paq premium domicilio,2NLXN7B1648123286P1,5f85c0ea9a74550035344f68,10,20,1 KG,20,"[{""$oid"":""623c75266755ad3a6fec61e0""}]",0.85
0,623c7d15ace82f6f41f58bb1,SEUR,3190149450312,2022-03-24T14:15:49.205Z,FALSE,FALSE,TRUE,FALSE,FALSE,seur 24,79ZY5461648117802P1,5ecfad8582057700347e252c,10,20,Small Box,20,"[{""$oid"":""623c482a82b63f4246be4675""}]",0.6666666667
0,623c8fe0ce66c3cf034b6923,SEUR,3289149484423,2022-03-24T15:36:00.440Z,FALSE,FALSE,TRUE,FALSE,FALSE,seur 24,79ZY6ET1648125035P1,5ecfad8582057700347e252c,10,20,Small Box,20,"[{""$oid"":""623c646b94dea1b328d23019""},{""$oid"":""623c646b94dea154a8d2301a""}]",0.6666666667
0,623c944f212fd63fff7dd0c9,CORREOS,32300050539071501460174,2022-03-24T15:54:55.444Z,FALSE,FALSE,TRUE,FALSE,FALSE,express,99K5VVV1648129202P1,5cdc238599a2010b64b01f95,7,27,Caja Pequeña,13,"[{""$oid"":""623c74b3296ec6bd95674167""},{""$oid"":""623c74b3296ec6791d674168""}]",0.410319
0,623c99c4bb88eea2025986e8,CORREOS,32300050495467401489037,2022-03-24T16:18:12.763Z,FALSE,FALSE,TRUE,FALSE,FALSE,express,L6WM4G31647960007P1,61b750ce846d2d0035122a84,8,31,Packaging mediano,23,"[{""$oid"":""6239dfce1138e1dc4484eeee""}]",0.952568
0,623c99c4bb88eea94d5986e5,CORREOS,32300050460652701088200,2022-03-24T16:18:12.165Z,FALSE,FALSE,TRUE,FALSE,FALSE,express,L6WMQQT1647959970P1,61b750ce846d2d0035122a84,8,31,Packaging mediano,23,"[{""$oid"":""6239dfbfc5e0c02a3f9a1a3a""}]",0.952568
0,623c99c5bb88ee59915986eb,CORREOS,32300050460611701410084,2022-03-24T16:18:13.340Z,FALSE,FALSE,TRUE,FALSE,FALSE,express,L6WMGHB1647960081P1,61b750ce846d2d0035122a84,8,31,Packaging mediano,23,"[{""$oid"":""6239e02ba5715b108f6c8fc3""}]",0.952568
0,623c99ccbb88ee5c46598710,CORREOS,32300050460587601395007,2022-03-24T16:18:20.955Z,FALSE,FALSE,TRUE,FALSE,FALSE,express,L6WM5EG1647964566P1,61b750ce846d2d0035122a84,8,31,Packaging mediano,23,"[{""$oid"":""6239f198af67c434ee832090""}]",0.952568
0,623c99cebb88ee77f1598719,CORREOS,32300050460475401280299,2022-03-24T16:18:22.669Z,FALSE,FALSE,TRUE,FALSE,FALSE,express,L6WMVNZ1647965592P1,61b750ce846d2d0035122a84,8,31,Packaging mediano,23,"[{""$oid"":""6239f59c2256c454562ba01d""}]",0.952568
0,623c99d9bb88ee089d598757,CORREOS,32300050460424801501978,2022-03-24T16:18:33.442Z,FALSE,FALSE,TRUE,FALSE,FALSE,express,L6WMWTA1647973633P1,61b750ce846d2d0035122a84,8,31,Packaging mediano,23,"[{""$oid"":""623a15bee75888e3288455aa""}]",0.952568
0,623cb076b736ea4f6aafc6fb,PUBLICCORREOS,PK6RYD0710072390119219A,2022-03-24T17:55:02.514Z,FALSE,FALSE,TRUE,FALSE,FALSE,paq premium domicilio,2NLXNBR1648142957P1,5f85c0ea9a74550035344f68,10,20,1 KG,20,"[{""$oid"":""623caf9ffc0f541fa37e38d7""}]",2.46
0,623cb2db511e74da21da040e,PUBLICCORREOS,PK6RYD0710072380145470T,2022-03-24T18:05:15.191Z,FALSE,FALSE,TRUE,FALSE,FALSE,paq premium domicilio,2NLXBZR1648144888P1,5f85c0ea9a74550035344f68,10,20,1 KG,20,"[{""$oid"":""623cb1f9fc0f542d9f7e39b7""}]",0.668
0,623cb2dc511e749a29da0410,PUBLICCORREOS,PK6RYD0710072370103360Z,2022-03-24T18:05:16.191Z,FALSE,FALSE,TRUE,FALSE,FALSE,paq premium domicilio,2NLXQ6U1648144889P1,5f85c0ea9a74550035344f68,10,20,1 KG,20,"[{""$oid"":""623cb1f9fc0f5485397e39ba""}]",1.4
0,623cb662ea7cc0f7db4b8e36,PUBLICCORREOS,PK6RYD0710072360106200D,2022-03-24T18:20:18.845Z,FALSE,FALSE,TRUE,FALSE,FALSE,paq premium domicilio,2NLX22Y1648145484P1,5f85c0ea9a74550035344f68,10,20,1 KG,20,"[{""$oid"":""623cb44cfc0f5458b37e3a20""},{""$oid"":""623cb44cfc0f5467057e3a21""}]",2.8
0,623cbe40ea7cc0e2584b8ec0,PUBLICCORREOS,PK6RYD0710072350125250Z,2022-03-24T18:53:52.810Z,FALSE,FALSE,TRUE,FALSE,FALSE,paq premium domicilio,2NLX8PX1648147284P1,5f85c0ea9a74550035344f68,10,20,1 KG,20,"[{""$oid"":""623cbda8fc0f541c1b7e3f7a""}]",2.1
0,623cbfd16160f1ea80e08cdb,CTT,0041350041359520893025001,2022-03-24T19:00:33.911Z,FALSE,FALSE,TRUE,FALSE,FALSE,ctt 48 horas,3L4GLLN1648148051P1,5e5d842d25f712003499853f,20,20,CT,20,"[{""$oid"":""623cbe538aa7564eb43499b3""}]",3.8
0,623cbfd26160f1283ce08cdd,CORREOS,32300050458321801010088,2022-03-24T19:00:34.695Z,FALSE,FALSE,TRUE,FALSE,FALSE,standard,3L4GTUT1648143472P1,5e5d842d25f712003499853f,20,20,CT,20,"[{""$oid"":""623cac7048ff60e90f4851dc""}]",4.8
0,623cbfd36160f134b3e08cdf,CTT,0041350041359520893026001,2022-03-24T19:00:35.353Z,FALSE,FALSE,TRUE,FALSE,FALSE,ctt 19 horas,3L4G82Q1648143167P1,5e5d842d25f712003499853f,20,20,CT,20,"[{""$oid"":""623cab40571ac609bd117531""}]",2.88
0,623d0797f7006f31e4a750b3,TIPSA,4000346112,2022-03-25T00:06:47.289Z,FALSE,FALSE,TRUE,FALSE,FALSE,tipsa premium,26Z4QAC1648166804P1,60093ada14c2374adef463a8,10,20,Small Box,20,"[{""$oid"":""623d0795c58f3c1e4f384bd7""}]",48
0,623d079bd9c45a9c1abe2425,TIPSA,4000346113,2022-03-25T00:06:51.842Z,FALSE,FALSE,TRUE,FALSE,FALSE,tipsa premium,26Z414M1648166810P1,60093ada14c2374adef463a8,10,20,Small Box,20,"[{""$oid"":""623d079bf7006f7ed7a750ba""}]",56
0,623d079d57f54feed3dcf79b,TIPSA,4000346114,2022-03-25T00:06:53.846Z,FALSE,FALSE,TRUE,FALSE,FALSE,tipsa premium,26Z471T1648166812P1,60093ada14c2374adef463a8,10,20,Small Box,20,"[{""$oid"":""623d079d33894f90009d97cd""}]",56
0,623d07a12ff9d882a8df8412,TIPSA,4000346115,2022-03-25T00:06:57.096Z,FALSE,FALSE,TRUE,FALSE,FALSE,tipsa premium,26Z4UEM1648166815P1,60093ada14c2374adef463a8,10,20,Small Box,20,"[{""$oid"":""623d07a0f7a949dc78d028fa""}]",56
0,623d07a3d4e4817ff83c37d3,TIPSA,4000346116,2022-03-25T00:06:59.197Z,FALSE,FALSE,TRUE,FALSE,FALSE,tipsa premium,26Z4GUG1648166817P1,60093ada14c2374adef463a8,10,20,Small Box,20,"[{""$oid"":""623d07a2918f3f9037d6225f""}]",48
0,623d07a6f7a949ddd5d028ff,TIPSA,4000346117,2022-03-25T00:07:02.695Z,FALSE,FALSE,TRUE,FALSE,FALSE,tipsa premium,26Z4AUK1648166821P1,60093ada14c2374adef463a8,10,20,Small Box,20,"[{""$oid"":""623d07a636feab24e409b9ec""}]",48
0,623d07a824b1e9cce6da7b11,TIPSA,4000346118,2022-03-25T00:07:04.411Z,FALSE,FALSE,TRUE,FALSE,FALSE,tipsa premium,26Z4WXM1648166822P1,60093ada14c2374adef463a8,10,20,Small Box,20,"[{""$oid"":""623d07a734b2374abdabb385""}]",56
0,623d07acf7006fb1f5a750bf,TIPSA,4000346119,2022-03-25T00:07:08.024Z,FALSE,FALSE,TRUE,FALSE,FALSE,tipsa premium,26Z4STZ1648166826P1,60093ada14c2374adef463a8,10,20,Small Box,20,"[{""$oid"":""623d07ab2ff9d83c92df8417""}]",56
0,623d07ad918f3fcf33d62264,TIPSA,4000346120,2022-03-25T00:07:09.728Z,FALSE,FALSE,TRUE,FALSE,FALSE,tipsa premium,26Z4CU51648166828P1,60093ada14c2374adef463a8,10,20,Small Box,20,"[{""$oid"":""623d07ad5e1d94776b2ec2fe""}]",56
0,623d07b1887bde3cd76abdb5,TIPSA,4000346121,2022-03-25T00:07:13.402Z,FALSE,FALSE,TRUE,FALSE,FALSE,tipsa premium,26Z4DLD1648166831P1,60093ada14c2374adef463a8,10,20,Small Box,20,"[{""$oid"":""623d07b0dc97498c6bcfa627""}]",56
0,623d07b3c58f3cf354384bdc,TIPSA,4000346122,2022-03-25T00:07:15.424Z,FALSE,FALSE,TRUE,FALSE,FALSE,tipsa premium,26Z4UGN1648166833P1,60093ada14c2374adef463a8,10,20,Small Box,20,"[{""$oid"":""623d07b23e4302c9af67d086""}]",48
0,623d07b6f7a949641ad02904,TIPSA,4000346123,2022-03-25T00:07:18.416Z,FALSE,FALSE,TRUE,FALSE,FALSE,tipsa premium,26Z4A811648166836P1,60093ada14c2374adef463a8,10,20,Small Box,20,"[{""$oid"":""623d07b538505736f7e8d905""}]",48
0,623d07b823b49332fa3c1f4d,TIPSA,4000346124,2022-03-25T00:07:20.975Z,FALSE,FALSE,TRUE,FALSE,FALSE,tipsa premium,26Z4DKE1648166839P1,60093ada14c2374adef463a8,10,20,Small Box,20,"[{""$oid"":""623d07b824b1e9bc05da7b16""}]",48
0,623d4b9224b1e9d861da7d1a,ENVIALIA,,2022-03-25T04:56:50.283Z,FALSE,FALSE,TRUE,FALSE,FALSE,envialia entrega antes de las 19:00,X1W6ANA1648184200P1,5eba769e5546c20034a52765,10,20,Small Box,20,"[{""$oid"":""623d4b9157f54fa722dcf7e9""},{""$oid"":""623d4b9157f54f22ebdcf7ea""},{""$oid"":""623d4b9157f54f5fc6dcf7eb""}]",0.668
0,623d4bd623b493a71c3c1f8a,ENVIALIA,,2022-03-25T04:57:58.482Z,FALSE,FALSE,TRUE,FALSE,FALSE,envialia entrega antes de las 19:00,X1W66X91648184276P1,5eba769e5546c20034a52765,10,20,Small Box,20,"[{""$oid"":""623d4bd69c1daa5596719b30""},{""$oid"":""623d4bd69c1daa68d5719b32""}]",0.668
0,623d4bd723b493d33c3c1f8c,ENVIALIA,,2022-03-25T04:57:59.379Z,FALSE,FALSE,TRUE,FALSE,FALSE,envialia entrega antes de las 19:00,X1W66X91648184276P2,5eba769e5546c20034a52765,10,20,Small Box,20,"[{""$oid"":""623d4bd69c1daaae8a719b31""}]",0.668
0,623d4c8b34b23710e3abb5aa,ENVIALIA,,2022-03-25T05:00:59.501Z,FALSE,FALSE,TRUE,FALSE,FALSE,envialia entrega antes de las 19:00,X1W6V5W1648184457P1,5eba769e5546c20034a52765,10,20,Small Box,20,"[{""$oid"":""623d4c8bf7006f2dc6a750ee""},{""$oid"":""623d4c8bf7006f4271a750ef""},{""$oid"":""623d4c8bf7006f0bb8a750f0""},{""$oid"":""623d4c8bf7006fc508a750f1""}]",0.668
0,623d4ce136feab91fa09ba1a,ENVIALIA,,2022-03-25T05:02:25.279Z,FALSE,FALSE,TRUE,FALSE,FALSE,envialia entrega antes de las 19:00,X1W6CG81648184543P1,5eba769e5546c20034a52765,10,20,Small Box,20,"[{""$oid"":""623d4ce145d5461fa3898117""},{""$oid"":""623d4ce145d546bad9898118""},{""$oid"":""623d4ce145d5464e46898119""},{""$oid"":""623d4ce145d546381e89811a""},{""$oid"":""623d4ce145d5464ee989811b""},{""$oid"":""623d4ce145d546b62989811c""},{""$oid"":""623d4ce145d54652f989811d""},{""$oid"":""623d4ce145d546933289811e""}]",0.668
0,623d4d0b3850575808e8d948,ENVIALIA,,2022-03-25T05:03:07.304Z,FALSE,FALSE,TRUE,FALSE,FALSE,envialia entrega antes de las 19:00,X1W6D9P1648184585P1,5eba769e5546c20034a52765,10,20,Small Box,20,"[{""$oid"":""623d4d0ac58f3ca8d9384ce7""},{""$oid"":""623d4d0ac58f3c4d25384ce8""},{""$oid"":""623d4d0ac58f3c417d384ce9""},{""$oid"":""623d4d0ac58f3c4772384cea""},{""$oid"":""623d4d0ac58f3ca255384ceb""},{""$oid"":""623d4d0ac58f3c795c384cec""},{""$oid"":""623d4d0ac58f3ca6d5384ced""},{""$oid"":""623d4d0ac58f3cd5f3384cee""},{""$oid"":""623d4d0ac58f3c7c5b384cef""},{""$oid"":""623d4d0ac58f3c3e5e384cf0""},{""$oid"":""623d4d0ac58f3c8b5a384cf1""}]",0.668
0,623d4d5634b2373965abb5af,ENVIALIA,,2022-03-25T05:04:22.807Z,FALSE,FALSE,TRUE,FALSE,FALSE,envialia entrega antes de las 19:00,X1W6YGV1648184661P1,5eba769e5546c20034a52765,10,20,Small Box,20,"[{""$oid"":""623d4d56f7006f7da6a750fb""},{""$oid"":""623d4d56f7006f864aa750fd""},{""$oid"":""623d4d56f7006f1165a750ff""},{""$oid"":""623d4d56f7006f2329a75101""},{""$oid"":""623d4d56f7006fbce5a75103""},{""$oid"":""623d4d56f7006f2f3aa75105""}]",0.668
0,623d4d5734b23772acabb5b1,ENVIALIA,,2022-03-25T05:04:23.736Z,FALSE,FALSE,TRUE,FALSE,FALSE,envialia entrega antes de las 19:00,X1W6YGV1648184661P2,5eba769e5546c20034a52765,10,20,Small Box,20,"[{""$oid"":""623d4d56f7006f5a98a750fc""},{""$oid"":""623d4d56f7006f67eea750fe""},{""$oid"":""623d4d56f7006f7d67a75100""},{""$oid"":""623d4d56f7006fd156a75102""},{""$oid"":""623d4d56f7006f8503a75104""}]",0.668
0,623d4d799a24b5a8e9c4a8c1,ENVIALIA,,2022-03-25T05:04:57.119Z,FALSE,FALSE,TRUE,FALSE,FALSE,envialia entrega antes de las 19:00,X1W6FWF1648184695P1,5eba769e5546c20034a52765,10,20,Small Box,20,"[{""$oid"":""623d4d785e1d9481aa2ec327""},{""$oid"":""623d4d785e1d94d9752ec328""},{""$oid"":""623d4d785e1d945afb2ec329""},{""$oid"":""623d4d785e1d940fa92ec32a""},{""$oid"":""623d4d785e1d9486fb2ec32b""},{""$oid"":""623d4d785e1d946e6e2ec32c""},{""$oid"":""623d4d785e1d945ea72ec32d""},{""$oid"":""623d4d785e1d94a2832ec32e""},{""$oid"":""623d4d785e1d9477012ec32f""},{""$oid"":""623d4d785e1d944c2c2ec330""},{""$oid"":""623d4d785e1d94d4002ec331""},{""$oid"":""623d4d785e1d941e382ec332""},{""$oid"":""623d4d785e1d94da2b2ec333""},{""$oid"":""623d4d785e1d9428472ec334""},{""$oid"":""623d4d785e1d9460b22ec335""},{""$oid"":""623d4d785e1d942a952ec336""},{""$oid"":""623d4d785e1d9412772ec337""},{""$oid"":""623d4d785e1d94c63f2ec338""},{""$oid"":""623d4d785e1d9437cf2ec339""},{""$oid"":""623d4d785e1d94736f2ec33a""}]",0.668
